CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
0.634,1,1,0.7027027027027029,0.30000000000000004,0.3083200832656797,0.3333333333333333,1,1,0.1040215144365886
0.7479999999999999,1,1,0.1756756756756757,0.9,0.5506869342847528,0.0,1,0,0.06419009902258183
0.568,0,0,0.25675675675675674,0.7000000000000001,0.20559144152910852,0.3333333333333333,1,1,0.9216639608022126
0.864,0,1,0.2027027027027027,0.7000000000000001,0.7633501315215274,0.0,1,1,0.835341806688961
0.602,2,0,0.6081081081081081,0.8,0.5180137879885814,0.0,1,1,0.058737345637274486
0.598,1,1,0.810810810810811,0.4,0.27240486366396816,0.3333333333333333,1,1,0.7128086973092496
0.7099999999999999,0,0,0.2837837837837838,0.5,0.5953798213449932,0.3333333333333333,1,0,0.4802139196351503
0.654,2,0,0.3378378378378379,0.30000000000000004,0.5309521487389562,0.3333333333333333,1,1,0.4795199555814977
0.23199999999999998,1,0,0.5135135135135136,0.2,0.44607804706683907,0.6666666666666667,1,0,0.9883098750869705
0.658,1,1,0.5405405405405406,0.8,0.501600191535934,0.3333333333333333,1,1,0.43484995322459147
0.7739999999999999,1,0,0.3378378378378379,0.1,0.5003520752190661,0.0,1,0,0.6925128878145145
0.4979999999999999,1,1,0.2837837837837838,0.2,0.7532017880247714,0.3333333333333333,0,1,0.8807856207406148
0.346,0,1,0.05405405405405406,0.8,0.4917313639175174,0.0,1,1,0.6244551811838532
0.862,2,1,0.22972972972972977,0.4,0.3220061978152166,0.0,1,0,0.5820444768371048
0.388,0,0,0.2027027027027027,0.6000000000000001,0.0,0.3333333333333333,1,1,0.6204850624124884
0.578,2,0,0.12162162162162166,0.8,0.5333103173483705,0.3333333333333333,1,0,0.0308245414626637
0.5039999999999999,0,0,0.2027027027027027,0.8,0.0,0.3333333333333333,1,1,0.5645301769300654
0.5339999999999999,0,1,0.3108108108108108,0.7000000000000001,0.0,0.3333333333333333,0,1,0.07207600414787484
0.634,2,1,0.7162162162162162,0.4,0.5470778195242539,0.0,0,1,0.47199666681125296
0.612,0,1,0.2027027027027027,0.7000000000000001,0.5528341008893293,0.3333333333333333,1,0,0.18534098369792337
0.9999999999999999,0,1,0.3243243243243243,0.0,0.0,0.3333333333333333,1,0,0.2205104175406256
0.9,2,1,0.27027027027027034,0.1,0.0,0.3333333333333333,1,0,0.2574704197259295
0.236,0,0,0.3243243243243243,0.5,0.0,0.3333333333333333,1,0,0.626450121464972
0.43000000000000005,1,1,0.2027027027027027,0.8,0.5196066259412337,0.3333333333333333,1,0,0.528076877068703
0.45399999999999985,0,0,0.25675675675675674,0.4,0.0,0.0,1,1,0.3991947795652276
0.5439999999999999,0,1,0.1756756756756757,0.5,0.42352123924100027,0.0,1,1,0.012449227831785833
0.5339999999999999,1,0,0.445945945945946,1.0,0.666699814255262,0.0,0,0,0.46702705169039105
0.674,2,1,0.27027027027027034,0.8,0.2767434379432701,0.3333333333333333,1,1,0.33264877489153905
0.7599999999999999,0,1,0.0675675675675676,0.8,0.0,0.3333333333333333,1,0,0.9165191411455644
0.878,0,1,0.1756756756756757,0.4,0.6993961173638269,0.0,1,1,0.8642297927058179
0.7479999999999999,0,0,0.21621621621621623,0.2,0.0,0.3333333333333333,1,1,0.5942210920145504
0.352,0,1,0.1891891891891892,0.7000000000000001,0.5003627169899939,0.0,0,0,0.43374049126411274
0.628,1,0,0.24324324324324326,0.2,0.5068224313704421,0.3333333333333333,1,0,0.3904863837008351
0.9999999999999999,0,0,0.22972972972972977,0.5,0.0,0.0,1,1,0.40475514715855215
0.7719999999999999,0,1,0.12162162162162166,0.5,0.20535329702988175,0.0,0,1,0.9607817504313948
0.604,0,0,0.7567567567567568,0.5,0.0,0.3333333333333333,1,1,0.004237928560075369
0.918,2,0,0.40540540540540543,0.2,0.0,0.0,1,0,0.804914152028808
0.602,0,0,0.2837837837837838,0.6000000000000001,0.0,0.0,1,0,0.12050374856157926
0.638,0,1,0.4324324324324324,0.9,0.8011605030552447,0.0,1,0,0.7901836130527279
0.5599999999999999,1,0,0.09459459459459457,0.7000000000000001,0.3174867134301421,0.0,1,0,0.4674496538359612
0.36,2,1,0.25675675675675674,0.4,0.0,0.3333333333333333,1,1,0.8242632966959735
0.7999999999999999,2,0,0.2837837837837838,0.6000000000000001,0.0,0.3333333333333333,0,0,0.09592853576086173
0.642,2,0,0.1756756756756757,0.4,0.0,0.3333333333333333,0,1,0.3961361046068137
0.884,0,0,0.3243243243243243,0.2,0.0,0.3333333333333333,1,0,0.46314643632123104
0.68,2,0,0.24324324324324326,1.0,0.36572661832539266,0.0,1,1,0.6788794033960363
0.18999999999999995,1,0,0.27027027027027034,0.6000000000000001,0.4759447152427506,0.3333333333333333,1,0,0.8788558193245999
0.7979999999999999,0,1,0.08108108108108109,0.1,0.0,0.6666666666666667,1,1,0.23924754704894674
0.918,1,1,0.2027027027027027,0.8,0.5901030972376076,0.0,0,0,0.996160058899142
0.4939999999999999,0,1,0.13513513513513514,0.2,0.0,0.6666666666666667,1,1,0.39332417687012955
0.5059999999999999,2,1,0.08108108108108109,0.1,0.658231914001418,0.3333333333333333,1,0,0.10890602878207283
0.44600000000000006,2,1,0.13513513513513514,0.8,0.0,0.3333333333333333,0,0,0.3880813487367238
0.59,0,0,0.24324324324324326,0.8,0.0,0.3333333333333333,1,1,0.060068539894327956
0.45200000000000007,2,1,0.4594594594594595,0.2,0.4007580528014382,0.3333333333333333,1,1,0.08281986447213731
0.654,2,1,0.2972972972972973,0.5,0.0,0.3333333333333333,1,0,0.44455269236389894
0.838,2,1,0.27027027027027034,0.6000000000000001,0.0,0.3333333333333333,0,0,0.5218298998097214
0.7819999999999999,2,0,0.3243243243243243,0.9,0.482493230618057,0.3333333333333333,1,0,0.19527906325308997
0.5619999999999999,0,1,0.22972972972972977,0.8,0.5149719952033115,0.0,1,1,0.3955174354778779
0.41800000000000004,1,0,0.24324324324324326,0.1,0.4159335768558462,0.3333333333333333,0,1,0.27063142223807835
0.238,2,1,0.22972972972972977,0.5,0.0,0.3333333333333333,1,0,0.9325579106774056
0.29399999999999993,1,1,0.22972972972972977,0.7000000000000001,0.43863873176555473,0.3333333333333333,1,1,0.4642619518935973
0.658,2,1,0.2837837837837838,0.6000000000000001,0.0,0.3333333333333333,1,0,0.06091629570783408
0.7359999999999999,0,0,0.09459459459459457,0.4,0.4332115481628418,0.0,1,0,0.3148923805388485
0.864,0,1,0.24324324324324326,0.1,0.5930502300754862,0.3333333333333333,1,1,0.9785406462766009
0.2799999999999999,0,0,0.22972972972972977,0.7000000000000001,0.42945336889571384,0.0,1,1,0.019247984309838463
0.598,2,1,0.02702702702702703,0.5,0.0,0.3333333333333333,1,1,0.2912711369238456
0.59,0,1,0.16216216216216217,0.1,0.5011567047003028,0.0,1,1,0.9673329592101128
0.89,1,0,0.2027027027027027,0.9,0.41671389367691086,0.0,1,1,0.6041792835695418
0.5079999999999999,0,1,0.47297297297297297,0.8,0.5757467105468999,0.0,1,0,0.9551143189584065
0.9879999999999999,0,0,0.3108108108108108,1.0,0.3041858150454633,0.0,1,1,0.7058466934296347
0.824,2,1,0.2837837837837838,0.2,0.32392885095299057,0.0,1,1,0.09320360993386703
0.45000000000000007,2,0,0.25675675675675674,0.0,0.0,0.3333333333333333,0,0,0.1502108733175649
0.674,0,1,0.21621621621621623,0.5,0.511245661535327,0.0,1,0,0.9555828985364117
0.666,2,1,0.22972972972972977,0.9,0.24381229845153468,0.0,0,0,0.4145525928044968
0.676,1,1,0.22972972972972977,0.5,0.44471514310850274,0.0,0,0,0.8308750415935667
0.5499999999999999,0,0,0.36486486486486486,0.30000000000000004,0.0,0.0,1,1,0.922470792198165
0.638,0,1,0.16216216216216217,0.7000000000000001,0.37915338454748704,0.0,0,0,0.09860478254350458
0.7839999999999999,0,0,0.5675675675675675,0.4,0.0,0.0,1,1,0.06539696910161448
0.7599999999999999,0,1,0.21621621621621623,0.1,0.0,0.3333333333333333,1,1,0.6328873122148329
0.2679999999999999,1,0,0.5,0.8,0.5952599320305707,0.6666666666666667,0,0,0.6875594823651532
0.6,2,1,0.5810810810810811,0.1,0.60968471302432,0.0,0,1,0.41465050122155384
0.644,2,1,0.2027027027027027,0.2,0.0,0.3333333333333333,1,1,0.9137848597365618
0.378,0,0,0.08108108108108109,0.30000000000000004,0.0,0.3333333333333333,1,1,0.9909462480789163
0.41200000000000003,0,0,0.2972972972972973,0.9,0.5175821386284767,0.0,0,0,0.08956779062227478
0.44600000000000006,1,0,0.22972972972972977,0.9,0.8245131718619302,0.3333333333333333,0,1,0.5147875479905084
0.33599999999999997,0,0,0.12162162162162166,0.1,0.5332901896542935,0.0,1,1,0.716555032560177
0.5299999999999999,0,1,0.16216216216216217,0.8,0.0,0.3333333333333333,0,0,0.015474632939743497
0.352,0,1,0.3243243243243243,0.1,0.0,0.0,0,1,0.842482417134183
0.7359999999999999,0,0,0.22972972972972977,0.2,0.669295449797964,0.0,1,0,0.21480101102322702
0.918,2,1,0.8378378378378379,0.8,0.0,0.3333333333333333,0,1,0.17047161188723253
0.4939999999999999,0,1,0.6621621621621623,0.2,0.0,0.3333333333333333,0,1,0.5431029423705653
0.614,2,1,0.7702702702702704,0.7000000000000001,0.5032878090064377,0.0,0,1,0.45819102967785735
0.7519999999999999,0,0,0.40540540540540543,0.4,0.0,0.0,1,0,0.5699900345541167
0.366,0,0,0.2837837837837838,0.2,0.0,0.0,0,1,0.36811898819430616
0.7779999999999999,0,1,0.3108108108108108,0.5,0.0,0.3333333333333333,0,0,0.7193901241175547
0.41000000000000003,1,1,0.5945945945945947,0.4,0.4775537749211244,0.0,0,1,0.21721475118129233
0.89,2,1,0.22972972972972977,0.8,0.0,0.3333333333333333,1,0,0.8358251450728076
0.7539999999999999,2,1,0.3378378378378379,0.2,0.3882181008233263,0.0,1,1,0.5369451183048366
0.582,0,1,0.1756756756756757,0.9,0.44836925621873014,0.0,1,1,0.16080359346404033
0.63,2,0,0.445945945945946,0.8,0.0,0.0,1,1,0.19430798385856923
0.45399999999999985,0,0,0.22972972972972977,0.4,0.4310733891995751,0.0,1,0,0.5269029766610247
0.254,1,1,0.40540540540540543,0.8,0.515149397908928,0.3333333333333333,1,1,0.7897075790270265
0.46199999999999986,2,1,0.21621621621621623,0.1,0.0,0.3333333333333333,0,1,0.4056679417774615
0.4959999999999999,2,0,0.22972972972972977,0.8,0.0,0.6666666666666667,0,1,0.4431076801973898
0.9380000000000001,1,0,0.4189189189189189,0.1,0.48089987452674515,1.0,0,0,0.8308668867279662
0.9560000000000001,2,1,0.13513513513513514,0.8,0.5371378076253989,0.0,1,0,0.3965656108717266
0.6920000000000001,2,1,0.08108108108108109,0.9,0.0,0.0,0,0,0.05399946878304941
0.7479999999999999,0,0,0.14864864864864863,0.6000000000000001,0.0,0.3333333333333333,0,1,0.32339015073343513
0.63,1,1,0.09459459459459457,0.5,0.612247905115579,0.3333333333333333,1,0,0.17626306735913985
0.7179999999999999,0,0,0.3378378378378379,0.8,0.0,0.3333333333333333,0,0,0.8402290726762122
0.646,1,0,0.14864864864864863,0.4,0.39497056354633875,0.0,1,1,0.048562074561787294
0.682,2,1,0.2972972972972973,0.1,0.0,0.3333333333333333,1,1,0.7280498909674458
0.7079999999999999,0,1,0.08108108108108109,0.2,0.5906667125285808,0.3333333333333333,1,0,0.9139703704215119
0.574,0,1,0.12162162162162166,0.9,0.5139147930540245,0.0,1,0,0.23362364154572826
0.4899999999999999,2,0,0.16216216216216217,0.5,0.40129257261384493,0.0,1,1,0.8918869943751939
0.39,2,0,0.2837837837837838,0.6000000000000001,0.0,0.0,0,0,0.19171773838860956
0.7819999999999999,1,0,0.25675675675675674,0.8,0.6809142309532926,0.3333333333333333,0,0,0.5490930663780544
0.398,1,0,0.3378378378378379,0.30000000000000004,0.5380099147028182,0.0,1,0,0.030074644036364295
0.5539999999999999,1,1,0.12162162162162166,0.0,0.7384171398036551,0.3333333333333333,1,1,0.38491601013744847
0.89,1,0,0.5135135135135136,0.9,0.3760448714456137,0.0,1,0,0.1458331113258726
0.686,1,0,0.3378378378378379,0.1,0.4859659154838525,0.0,1,0,0.43978679879350013
0.7479999999999999,0,1,0.2972972972972973,0.6000000000000001,0.0,0.3333333333333333,0,0,0.530613640628681
0.62,1,1,0.22972972972972977,0.8,0.2337260917370874,0.0,0,1,0.9935128294296791
0.5279999999999999,1,0,0.16216216216216217,0.30000000000000004,0.5234974885619895,0.3333333333333333,1,0,0.27359609110775945
0.58,0,0,0.2027027027027027,0.1,0.6667983004573691,0.0,0,1,0.7268915998730642
0.832,1,0,0.5945945945945947,0.7000000000000001,0.5688543902426679,0.0,0,1,0.02903312261260681
0.59,1,0,0.5540540540540542,0.8,0.48493764938585227,0.3333333333333333,0,0,8.405014852111523e-06
0.82,2,1,0.3378378378378379,0.6000000000000001,0.7004258183073455,0.0,1,1,0.7867054878293134
0.7159999999999999,0,0,0.35135135135135137,0.2,0.6452333295960923,0.3333333333333333,1,0,0.4241538714073752
0.624,0,0,0.1891891891891892,0.4,0.5338835779897727,0.0,1,1,0.2433232288044662
0.7479999999999999,1,1,0.2027027027027027,0.5,0.41277647829044856,0.3333333333333333,1,0,0.6053394257683846
0.7139999999999999,2,0,0.1891891891891892,0.4,0.5294402998444508,0.0,0,0,0.684344163945418
0.864,0,0,0.7027027027027029,0.7000000000000001,0.38689979664651897,0.0,0,1,0.6558270492089104
0.7879999999999999,2,1,0.22972972972972977,0.7000000000000001,0.0,0.3333333333333333,1,1,0.214860846724198
0.9899999999999999,2,0,0.27027027027027034,0.2,0.44960055295757734,0.0,1,0,0.8982448377824629
0.9759999999999999,2,1,0.22972972972972977,0.0,0.0,0.3333333333333333,0,1,0.9866678953997903
0.394,1,0,0.3243243243243243,0.1,0.5687703720662043,0.0,1,0,0.4308441631699554
0.5579999999999999,2,0,0.16216216216216217,0.2,0.13556751269011255,0.0,1,0,0.09746095007586277
0.40800000000000003,0,0,0.36486486486486486,0.6000000000000001,0.0,0.3333333333333333,1,1,0.9061127821914945
0.674,0,0,0.5810810810810811,0.7000000000000001,0.3210010885296098,0.0,1,0,0.6564681817406355
0.43600000000000005,2,0,0.3378378378378379,0.9,0.0,0.0,1,0,0.6292790593507616
0.6980000000000001,2,1,0.39189189189189194,0.1,0.0,0.3333333333333333,0,1,0.1502264826308617
0.42000000000000004,1,1,0.3108108108108108,0.4,0.6079452418310558,0.0,0,0,0.053480008847278736
0.6900000000000001,0,1,0.36486486486486486,0.30000000000000004,0.0,0.3333333333333333,1,1,0.15360935101928566
0.628,0,1,0.2972972972972973,0.9,0.0,0.3333333333333333,1,0,0.9739672675701957
0.7659999999999999,0,1,0.445945945945946,1.0,0.564201026799367,0.0,1,0,0.6508856509236235
0.7339999999999999,0,0,0.3108108108108108,0.30000000000000004,0.541084071225891,0.0,1,1,0.51839099798895
0.676,2,1,0.24324324324324326,0.0,0.3578038397980631,0.0,1,0,0.8869972769252774
0.43200000000000005,1,0,0.35135135135135137,0.5,0.5636909790744122,0.3333333333333333,0,0,0.3417972833491103
0.858,0,0,0.10810810810810811,0.0,0.0,0.3333333333333333,0,1,0.5594134240194412
0.5559999999999999,2,1,0.3243243243243243,0.7000000000000001,0.0,0.3333333333333333,0,1,0.8649050455954544
0.596,0,0,0.48648648648648657,0.9,0.48080645014077233,0.0,0,0,0.029188965596323047
0.654,0,1,0.5405405405405406,0.9,0.0,0.0,0,1,0.8433048078135819
0.7399999999999999,0,1,0.2027027027027027,0.2,0.0,0.3333333333333333,0,1,0.7051257632866649
0.37,2,0,0.4189189189189189,0.7000000000000001,0.45958799447217796,0.0,1,0,0.556990828577871
0.47599999999999987,1,1,0.3108108108108108,0.6000000000000001,0.4229468626086393,0.3333333333333333,1,0,0.9939757556345993
0.386,0,1,0.24324324324324326,0.4,0.0,0.3333333333333333,1,1,0.7060233988609304
0.586,2,0,0.36486486486486486,0.9,0.6012003917606548,0.3333333333333333,1,0,0.77759535226693
0.6,2,1,0.08108108108108109,0.8,0.4339679508919339,0.0,1,0,0.5223254454770438
0.828,0,1,0.08108108108108109,0.7000000000000001,0.3911891477531774,0.0,1,0,0.1338483105945162
0.624,0,1,0.7567567567567568,0.6000000000000001,0.0,0.3333333333333333,1,0,0.6178375327639236
0.7639999999999999,0,1,0.10810810810810811,0.7000000000000001,0.0,0.3333333333333333,1,0,0.771833464436556
0.5199999999999999,2,1,0.3243243243243243,0.6000000000000001,0.0,0.3333333333333333,1,0,0.7915348692797557
0.7020000000000001,0,1,0.2972972972972973,0.5,0.6765401841042314,0.0,1,1,0.7676954454875501
0.5499999999999999,0,1,0.2837837837837838,0.2,0.0,0.3333333333333333,1,0,0.501864337356884
0.346,0,0,0.2972972972972973,0.2,0.41039535215274064,0.0,1,0,0.6434440608989354
0.45399999999999985,0,0,0.21621621621621623,0.2,0.0,0.3333333333333333,1,1,0.41996697329461624
0.904,0,1,0.27027027027027034,0.1,0.5681873066470933,0.0,1,1,0.8625529422129714
0.7439999999999999,2,0,0.22972972972972977,0.1,0.4789657027680044,0.0,1,0,0.6261272288110701
0.7239999999999999,0,1,0.21621621621621623,0.1,0.0,0.3333333333333333,1,1,0.9753922177667305
0.5239999999999999,0,1,0.08108108108108109,0.1,0.7282042282585731,0.0,1,1,0.8592476200925282
0.9999999999999999,1,1,0.2972972972972973,0.6000000000000001,0.3770737353959132,0.0,1,0,0.18311135338899953
0.7379999999999999,2,0,0.1891891891891892,0.7000000000000001,0.0,0.0,0,0,0.38109838234982907
0.65,0,1,0.2837837837837838,0.1,0.0,0.3333333333333333,1,0,0.7656525766098342
0.7479999999999999,1,1,0.2027027027027027,0.4,0.3509268643695136,0.0,0,1,0.9348198602696298
0.47199999999999986,1,1,0.25675675675675674,0.8,0.6685411196235094,0.3333333333333333,0,1,0.5231907617680088
0.16199999999999992,0,1,0.6081081081081081,0.6000000000000001,0.6416266062447906,0.0,1,1,0.8400917407371108
0.22599999999999998,1,0,0.3108108108108108,0.8,0.49084275611663686,0.3333333333333333,1,0,0.35039836518458733
0.7119999999999999,0,0,0.22972972972972977,0.8,0.709581049421301,0.0,0,1,0.21058369476147945
0.17799999999999994,0,0,0.14864864864864863,0.6000000000000001,0.6240359581852537,0.0,1,0,0.9030817737403021
0.2819999999999999,0,0,0.7297297297297298,0.6000000000000001,0.36383385780258437,0.0,1,1,0.03473512471215951
0.44400000000000006,0,1,0.3378378378378379,0.2,0.5597172142681518,0.0,1,0,0.13188118691016995
0.898,1,0,0.2837837837837838,0.7000000000000001,0.6671856290336846,0.3333333333333333,0,1,0.6976530546950838
0.572,1,1,0.24324324324324326,0.6000000000000001,0.3851895405022813,0.0,0,0,0.9103892337363088
0.566,0,1,0.14864864864864863,1.0,0.5189608258875148,0.0,1,0,0.9233749316529707
0.348,0,1,0.13513513513513514,0.1,0.3729693597906625,0.0,1,1,0.25805772013872075
0.41000000000000003,1,0,0.5945945945945947,1.0,0.4576465289153856,0.0,0,1,0.04179708823269404
0.574,2,1,0.3378378378378379,0.30000000000000004,0.6863194135913909,0.0,1,1,0.52371192271869
0.7599999999999999,0,1,0.2837837837837838,0.1,0.46448181411026296,0.0,0,0,0.7283822392630562
0.858,1,0,0.25675675675675674,0.2,0.5117202366905225,0.0,1,1,0.0325148499852437
0.2879999999999999,2,0,0.3108108108108108,0.2,0.2788967424981195,0.3333333333333333,1,0,0.9422424889810506
0.65,2,0,0.4324324324324324,0.1,0.5309124114894618,0.0,0,1,0.04092436752388313
0.5039999999999999,2,1,0.25675675675675674,0.30000000000000004,0.4288310445089479,0.3333333333333333,0,1,0.7656201072369829
0.9580000000000001,0,0,0.05405405405405406,0.7000000000000001,0.5983562489455381,0.0,1,0,0.760543078027505
0.5119999999999999,1,1,0.12162162162162166,0.2,0.5192317725495639,0.3333333333333333,1,0,0.7376552219881992
0.9999999999999999,0,0,0.21621621621621623,0.2,0.0,0.3333333333333333,0,0,0.25929956108312024
0.366,2,0,0.4594594594594595,0.7000000000000001,0.0,0.0,0,1,0.9706987674195808
0.358,2,0,0.22972972972972977,0.5,0.0,0.3333333333333333,1,0,0.2823080891213743
0.7719999999999999,0,1,0.3378378378378379,0.4,0.7020162648508007,0.0,1,1,0.26399156056461087
0.5199999999999999,0,1,0.2972972972972973,0.0,0.0,0.3333333333333333,1,0,0.31089814737963406
0.838,0,0,0.1756756756756757,0.6000000000000001,0.46972163080237084,0.3333333333333333,1,0,0.7383333766091539
0.67,1,1,0.16216216216216217,0.30000000000000004,0.3608509335403869,0.0,0,1,0.3151520854918087
0.7759999999999999,1,1,0.5945945945945947,1.0,0.3308447266378154,0.0,1,1,0.21350718906435526
0.8079999999999999,0,1,0.21621621621621623,0.7000000000000001,0.0,0.3333333333333333,1,1,0.32584331441354486
0.4839999999999999,1,0,0.10810810810810811,0.4,0.4188237144411901,0.3333333333333333,1,0,0.6639536479440458
0.892,2,1,0.1891891891891892,0.5,0.40962109356830895,0.3333333333333333,0,1,0.5890655159400856
0.5079999999999999,0,1,0.2027027027027027,0.30000000000000004,0.5925094128855266,0.0,0,0,0.2118648091383724
0.5379999999999999,1,0,0.2027027027027027,0.30000000000000004,0.400516879183895,0.3333333333333333,0,1,0.18189187578768873
0.6960000000000001,0,1,0.527027027027027,0.6000000000000001,0.5433500111539312,0.3333333333333333,1,1,0.36251229295959436
0.8039999999999999,1,0,0.25675675675675674,0.5,0.45154209822800967,0.3333333333333333,1,1,0.6622825008541346
0.92,0,0,0.445945945945946,0.5,0.0,0.3333333333333333,0,1,0.9227238932108842
